year,0,1,2,3,4,5,6,7
2024,Ontario,High Wage,SHH Transport Ltd.,"Brampton, ON L6P 3P4",1525-Dispatchers,Unknown,1,1
2024,Ontario,High Wage,SilverEagle Consulting Inc.,"Etobicoke, ON M9C 5J1",2175-Web designers and developers,Unknown,2,2
2024,Ontario,High Wage,SilverEagle Consulting Inc.,"Etobicoke, ON M9C 5J1",5241-Graphic designers and illustrators,Unknown,2,2
2024,Ontario,High Wage,Skin and Bones Film,"Toronto, ON M6J 1H6","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2024,Ontario,High Wage,Suneeva Ltd,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
2024,Ontario,High Wage,Tandoori Haveli Inc.,"Brampton, ON L6T 4N9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,3
2024,Ontario,High Wage,The Cottage Butcher Inc.,"Bala, ON P0C 1A0",6321-Chefs,Unknown,1,1
2024,Ontario,High Wage,THURAM HEALTHCARE SERVICES INC,"London, ON N6G 0T8","4412-Home support workers, housekeepers and related occupations",Unknown,1,21
2024,Ontario,High Wage,TRIGAR CONSULTING INC,"East York, ON M4H 1J5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2024,Ontario,High Wage,Upskilled Technologies Limited,"Mississauga, ON L5N 6J5",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,High Wage,VANSH TECHNOLOGIES LTD.,"BELLE RIVER, ON N0R 1A0","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,2
2024,Ontario,High Wage,Vertex Insurance and Investments Inc.,"Brampton, ON L6X 5M9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2024,Ontario,High Wage,Vetagri Consulting Inc.,"Mississauga, ON L5W 1N6",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
2024,Ontario,High Wage,WATERLOO ELECTROPLATING & METAL FINISHING INC.,"Waterloo, ON N2V 1C5","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,High Wage,Wenmar Automotive Inc,"Vaughan, ON L4K 2B9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2024,Ontario,High Wage,WMK Enterprise Services Ltd.,"Mississauga, ON L5S 1V8",1221-Administrative officers,Unknown,1,1
2024,Ontario,High Wage,WMK Enterprise Services Ltd.,"Mississauga, ON L5S 1V8",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,High Wage,WMK Enterprise Services Ltd.,"Mississauga, ON L5S 1V8",7611-Construction trades helpers and labourers,Unknown,1,2
2024,Ontario,High Wage,YASH TECHNOLOGIES CONSULTING INC.,"Mississauga, ON L5N 1V9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2024,Ontario,Low Wage,1000017717 ONTARIO INC,"Mount Forest, ON N0G 2L2",3219-Other medical technologists and technicians (except dental health),Unknown,1,1
2024,Ontario,Low Wage,1000050072 ONTARIO INC.,"Scarborough, ON M1V 0C9",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,1000635350 ONTARIO INC.,"SCARBOROUGH, ON M1P 3L5",6731-Light duty cleaners,Unknown,1,2
2024,Ontario,Low Wage,10405132 Canada Incorporated,"BRAMPTON, ON L6P 1L5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
2024,Ontario,Low Wage,10512605 Canada Inc.,"Brampton, ON L6X 5K7",6311-Food service supervisors,Unknown,1,1
2024,Ontario,Low Wage,12054523 Canada Inc.,"Ottawa, ON K1G 4K3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,4
2024,Ontario,Low Wage,12244462 Canada Inc.,"Guelph, ON N1H 3J8",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,12624320 Canada Inc.,"North York, ON M3N 1V7","3413-Nurse aides, orderlies and patient service associates",Unknown,4,8
2024,Ontario,Low Wage,12624320 Canada Inc.,"North York, ON M3N 1V7",6552-Other customer and information services representatives,Unknown,2,4
2024,Ontario,Low Wage,1343059 Ontario Limited,"Mississauga, ON L5B 3X9",6332-Bakers,Unknown,1,1
2024,Ontario,Low Wage,14944828 Canada Inc,"Brampton, ON L6Y 1Y7",7441-Residential and commercial installers and servicers,Unknown,1,5
2024,Ontario,Low Wage,1659183 Ontario Inc.,"Mississauga, ON L5W 1N5",6731-Light duty cleaners,Unknown,1,3
2024,Ontario,Low Wage,1660905 Ontario Limited,"Brampton, ON L7A 1B7",7232-Tool and die makers,Unknown,1,1
2024,Ontario,Low Wage,1934000 ontario inc.,"Windsor, ON N8X 2A8",7535-Other automotive mechanical installers and servicers,Unknown,1,1
2024,Ontario,Low Wage,2028153 Ontario Inc,"Mississauga, ON L4T 3T5",7511-Transport truck drivers,Unknown,1,1
2024,Ontario,Low Wage,2224973 Ontario Inc,"Hamilton, ON L8K 1C7",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,2371344 Ontario Inc.,"Toronto, ON M1X 1E7",1411-General office support workers,Unknown,1,2
2024,Ontario,Low Wage,2437602 Ontario Inc.,"Mississauga, ON L5M 4Z5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2024,Ontario,Low Wage,2450100 Ontario Inc,"North York, ON M3J 0L1",6311-Food service supervisors,Unknown,1,1
2024,Ontario,Low Wage,2495783 ontario inc,"Toronto, ON M6B 3B5","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
2024,Ontario,Low Wage,2635008 Ontario Ltd.,"Oakville, ON L6L 4A7",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,2672014 Ontario Corporation,"Toronto, ON M6G 1B7",0631-Restaurant and food service managers,Unknown,1,1
2024,Ontario,Low Wage,2713652 Ontario Ltd.,"Niagara Falls, ON L2G 1T5",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,2783750 Ontario Inc.,"Burlington, ON L7L 6W6",1411-General office support workers,Unknown,1,1
2024,Ontario,Low Wage,2840009 Ontario Inc.,"Brampton, ON L6R 3P4",0621-Retail and wholesale trade managers,Unknown,1,1
2024,Ontario,Low Wage,2840009 Ontario Inc.,"Brampton, ON L6R 3P4",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,2840009 Ontario Inc.,"Brampton, ON L6R 3P4",6332-Bakers,Unknown,1,1
2024,Ontario,Low Wage,2842191 Ontario Ltd,"Parkhill, ON N0M 2K0",6311-Food service supervisors,Unknown,1,2
2024,Ontario,Low Wage,2848959 ONTARIO LIMITED,"ST. CATHARINES, ON L2S 0E7",6311-Food service supervisors,Unknown,1,2
2024,Ontario,Low Wage,2861659 Ontario Inc.,"HAMILTON, ON L8W 3N1",1411-General office support workers,Unknown,1,1
2024,Ontario,Low Wage,AAHAR FOODS INC.,"Mississauga, ON L5T 2N8",7311-Construction millwrights and industrial mechanics,Unknown,1,1
2024,Ontario,Low Wage,AAHAR FOODS INC.,"Mississauga, ON L5T 2N8","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
2024,Ontario,Low Wage,Altima Homes Inc.,"Brampton, ON L6S 5W5",7272-Cabinetmakers,Unknown,1,2
2024,Ontario,Low Wage,Associate Maintenance Inc,"Georgetown, ON L7G 4R9","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
2024,Ontario,Low Wage,Avalon Metal Fabrication Inc.,"Etobicoke, ON M9W 5S8",7237-Welders and related machine operators,Unknown,1,1
2024,Ontario,Low Wage,BATTAGLIA ARCHITECT INC.,"SCARBOROUGH, ON M1W 2L8",2251-Architectural technologists and technicians,Unknown,1,1
2024,Ontario,Low Wage,BellRose Cleaning Services Inc.,"KLEINBURG, ON L0J 1C0",6315-Cleaning supervisors,Unknown,1,1
2024,Ontario,Low Wage,Best Builders & Renovations Inc.,"North York, ON M3N 1V7",2225-Landscape and horticulture technicians and specialists,Unknown,1,2
2024,Ontario,Low Wage,Best Builders & Renovations Inc.,"North York, ON M3N 1V7",7611-Construction trades helpers and labourers,Unknown,1,2
2024,Ontario,Low Wage,Best Builders & Renovations Inc.,"North York, ON M3N 1V7",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
2024,Ontario,Low Wage,BLVD Construction Inc,"Milton, ON L9T 5J1",7271-Carpenters,Unknown,1,10
2024,Ontario,Low Wage,CAMINO MODULAR SYSTEMS INC.,"Mississauga, ON L4V 1R5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2024,Ontario,Low Wage,Canadian Bridging Services ltd,"Woodbridge, ON L4L 4A2",1241-Administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,Cavana Incorporated,"Severn, ON L3V 0W1",6731-Light duty cleaners,Unknown,1,1
2024,Ontario,Low Wage,Custom Granite & Marble Ltd,"Stoney Creek, ON L8E 5Z2","9414-Concrete, clay and stone forming operators",Unknown,1,1
2024,Ontario,Low Wage,D4 Logistics Inc.,"Mississauga, ON L5T 1R7",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,Dairy Freeze Inc.,"Toronto, ON M6E 1C9",6322-Cooks,Unknown,1,2
2024,Ontario,Low Wage,Demex Decks Inc.,"AURORA, ON L4G 3C5",7271-Carpenters,Unknown,1,1
2024,Ontario,Low Wage,Domino's Team Toronto Inc.,"Mississauga, ON L5C 3Y8",6311-Food service supervisors,Unknown,1,1
2024,Ontario,Low Wage,DR EMMANUEL KANU MEDICINE PROFESSIONAL CORPORATION,"HAMILTON, ON L8N 1M4",1243-Medical administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,DR. KUMAR AND DR. RAHEJA DENTISTRY PROFESSIONAL CORPORATION,"Etobicoke, ON M9V 5G6","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,1
2024,Ontario,Low Wage,EQUITYLINE SERVICES CORP.,"Richmond Hill, ON L4B 3Z4",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,FRIENDS CONCRETE INC.,"BRAMPTON, ON L6Y 4A3",7611-Construction trades helpers and labourers,Unknown,1,1
2024,Ontario,Low Wage,Global School Products Inc.,"Mississauga, ON L4W 3E8",7271-Carpenters,Unknown,1,3
2024,Ontario,Low Wage,GODERICH PLACE,"GODERICH, ON N7A 4L5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
2024,Ontario,Low Wage,HONG HE STONE INC.,"SCARBOROUGH, ON M1P 3E6",7283-Tilesetters,Unknown,1,1
2024,Ontario,Low Wage,IK Construction Inc.,"Toronto, ON M4K 1R1",7611-Construction trades helpers and labourers,Unknown,1,2
2024,Ontario,Low Wage,JD Builders Inc,"Markham, ON L3R 5V7",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,KALSI CHIROPRACTIC PROFESSIONAL CORPORATION,"Brampton, ON L6R 0K1",1243-Medical administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,Kav Trans Inc.,"Mississauga, ON L5S 1V6",7511-Transport truck drivers,Unknown,1,1
2024,Ontario,Low Wage,Kenlar Investments Inc.,"Kingston, ON K7M 7G2",6731-Light duty cleaners,Unknown,1,1
2024,Ontario,Low Wage,Key2Canada Corporation,"Scarborough, ON M1S 1V2",1223-Human resources and recruitment officers,Unknown,1,1
2024,Ontario,Low Wage,Key2Canada Corporation,"Scarborough, ON M1S 1V2",1241-Administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,KING TOURS & LIMOUSINE SERVICE INC.,"Mississauga,, ON L5G 4N2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Low Wage,Kiov Incorporated McDonalds,"Sarnia, ON N7T 5V8",0631-Restaurant and food service managers,Unknown,1,2
2024,Ontario,Low Wage,KLCA CPA PROFESSIONAL CORPORATION,"Oakville, ON L6H 6X5",1431-Accounting and related clerks,Unknown,1,1
2024,Ontario,Low Wage,Learn International Inc,"Pickering, ON L1W 3G7",1221-Administrative officers,Unknown,1,2
2024,Ontario,Low Wage,M AND M MOVING AND RUSH DELIVERY INC.,"North York, ON M9N 2R5",1241-Administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,M.A.B. Industries Ltd.,"Kitchener, ON N2H 4W8",9417-Machining tool operators,Unknown,1,1
2024,Ontario,Low Wage,Mancor Canada Inc.,"Oakville, ON L6L 2X9",7237-Welders and related machine operators,Unknown,1,1
2024,Ontario,Low Wage,Mary Cleaning Services Corporation,"Maple, ON L6A 3V8",6315-Cleaning supervisors,Unknown,1,1
2024,Ontario,Low Wage,MH Master Cleaners Inc.,"Brampton, ON L6T 2E7",6731-Light duty cleaners,Unknown,1,2
2024,Ontario,Low Wage,Mint Food Service Inc.,"Scarborough, ON M1P 3C2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2024,Ontario,Low Wage,Mount Sinai Home Healthcare Services Inc,"Woodbridge, ON L4L 5V5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,12
2024,Ontario,Low Wage,NIZAM'S KATHI KABAB FRANCHISE CANADA INC.,"Burlington, ON L7N 3J5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
2024,Ontario,Low Wage,NorthernTech Services Inc.,"Whitby, ON L1M 2E7",7612-Other trades helpers and labourers,Unknown,1,1
2024,Ontario,Low Wage,Old World Importing Inc,"East York, ON M4G 2B6","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
2024,Ontario,Low Wage,Paws Above,"King City, ON L7B 1K5",6316-Other services supervisors,Unknown,1,1
2024,Ontario,Low Wage,Pharaoh Ontario Inc,"burlington, ON L7P 3Z3",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,Pye's Landing Limited,"Clearwater Bay, ON P0X 1C0",7611-Construction trades helpers and labourers,Unknown,1,2
2024,Ontario,Low Wage,Rain Day Spa Inc.,"North York, ON M2N 3B5",1241-Administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,Request Office Services Inc,"Richmond Hill, ON L4B 3N4","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2024,Ontario,Low Wage,ROGAMI SERVICES LIMITED,"Gloucester, ON K1T 0S8",1411-General office support workers,Unknown,1,2
2024,Ontario,Low Wage,Shawarma Fusion Incorporation,"Guelph, ON N1H 7Y5",6322-Cooks,Unknown,1,1
2024,Ontario,Low Wage,SHH Transport Ltd.,"Brampton, ON L6P 3P4",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,Shiaz Foods Inc,"Toronto, ON M5V 0C4",0631-Restaurant and food service managers,Unknown,1,1
2024,Ontario,Low Wage,SHRITECH DEVELOPMENTS INC.,"ORANGEVILLE, ON L9W 3V3",7611-Construction trades helpers and labourers,Unknown,1,1
2024,Ontario,Low Wage,Spinex Rehabilitation Centre Inc,"Etobicoke, ON M9P 2M1",1243-Medical administrative assistants,Unknown,1,1
2024,Ontario,Low Wage,SRL TRANSPORT LTD,"KLEINBURG, ON L0J 1C0",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,Ontario,Low Wage,Stars Event Decor Inc,"Scarborough, ON M1X 1B1","6562-Estheticians, electrologists and related occupations",Unknown,1,1
2024,Ontario,Low Wage,Sure Track Courier Ltd.,"Concord, ON L4K 5B5",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
2024,Ontario,Low Wage,SWEET MAHAL INC.,"Etobicoke, ON M9W 0B5",6322-Cooks,Unknown,1,3
2024,Ontario,Low Wage,THE BRAMPTON NILGIRIS INC,"BRAMPTON, ON L6P 2K8",6311-Food service supervisors,Unknown,1,1
2024,Ontario,Low Wage,THE BRAMPTON NILGIRIS INC,"BRAMPTON, ON L6P 2K8",6322-Cooks,Unknown,1,2
2024,Ontario,Low Wage,The Clean Genie Inc.,"East York, ON M4B 3M1",6731-Light duty cleaners,Unknown,1,1
2024,Ontario,Low Wage,THURAM HEALTHCARE SERVICES INC,"London, ON N6G 0T8",6731-Light duty cleaners,Unknown,1,13
2024,Ontario,Low Wage,Total life change healthcare,"Milton, ON L9T 0W6",6731-Light duty cleaners,Unknown,1,19
2024,Ontario,Low Wage,Victory Lane Auto Sales Ltd,"Kingston, ON K7L 4V4",7612-Other trades helpers and labourers,Unknown,1,1
2024,Ontario,Low Wage,Wesbell Communications Inc.,"Mississauga, ON L5T 1W6",2253-Drafting technologists and technicians,Unknown,1,1
2024,Ontario,Low Wage,Xpress Cellular Zone Inc.,"Scarborough, ON M1P 4S6",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Low Wage,Yarlmetal Fabrications,"Toronto, ON M1V 2W2",7233-Sheet metal workers,Unknown,1,2
2024,Ontario,Low Wage,ZONAS CANADA INC.,"WATERLOO, ON N2V 2E5",6332-Bakers,Unknown,1,3
2024,Ontario,Permanent Resident Only,1009878 ONTARIO LTD.,"CONCORD, ON L4K 1W1",1241-Administrative assistants,Unknown,1,1
2024,Ontario,Permanent Resident Only,11550845 Canada Inc,"MAPLE, ON L6A 0K8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2024,Ontario,Permanent Resident Only,11638106 Canada Inc,"Etobicoke, ON M9W 1P1",7511-Transport truck drivers,Unknown,1,2
2024,Ontario,Permanent Resident Only,12507447 Canada Inc.,"Brampton, ON L6X 0W8","1211-Supervisors, general office and administrative support workers",Unknown,1,1
2024,Ontario,Permanent Resident Only,13549879 Canada Inc.,"Newmarket, ON L3Y 4V8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2024,Ontario,Permanent Resident Only,1381420 Ontario Inc.,"Town of Hearst, Cochrane, ON P0L 1N0","0016-Senior managers - construction, transportation, production and utilities",Unknown,2,2
2024,Ontario,Permanent Resident Only,14364562 Canada Inc.,"MAPLE, ON L6A 0K8","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,1654187 ONTARIO INC.,"TRENTON, ON K8V 5P6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,1681734 Ontario Inc,"Nepean, ON K2J 4G3",6211-Retail sales supervisors,Unknown,1,1
2024,Ontario,Permanent Resident Only,1860858 Ontario Inc.,"TORONTO, ON M2K 2Y2",0621-Retail and wholesale trade managers,Unknown,1,1
2024,Ontario,Permanent Resident Only,2145462 Ontario Inc.,"Toronto, ON L6P 0X4","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,2184438 ONTARIO INC,"MISSISSAUGA, ON L4W 4P3",1221-Administrative officers,Unknown,1,1
2024,Ontario,Permanent Resident Only,2235016 ontario inc,"Mississauga, ON L4W 4Z4",1111-Financial auditors and accountants,Unknown,1,1
2024,Ontario,Permanent Resident Only,2235016 ontario inc,"Mississauga, ON L4W 4Z4",1223-Human resources and recruitment officers,Unknown,1,1
2024,Ontario,Permanent Resident Only,2251760 Ontario Inc.,"Mississauga, ON L4W 1T7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,2588729 Ontario Inc.,"Lively, ON P3Y 1K7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,2710470 ONTARIO INC.,"Mississauga, ON L5S 0A2",1223-Human resources and recruitment officers,Unknown,1,1
2024,Ontario,Permanent Resident Only,5048692 ONTARIO INC.,"Prescott, ON K0E 1T0",0621-Retail and wholesale trade managers,Unknown,1,1
2024,Ontario,Permanent Resident Only,EQUITYLINE SERVICES CORP.,"Richmond Hill, ON L4B 3Z4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2024,Ontario,Permanent Resident Only,HMA RENO INC,"London, ON N6A 1V7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,Ontario,Permanent Resident Only,Ilana Robyn Foods Ltd,"NORTH YORK, ON M3J 2N7","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
2024,Ontario,Permanent Resident Only,Imperial Personnel Services Inc.,"Toronto, ON M3J 2G2",6411-Sales and account representatives - wholesale trade (non-technical),Unknown,1,1
